year_week,work_red
2020-07,
2020-08,0.8437857142857144
2020-09,0.9861285714285716
2020-10,1.2674571428571428
2020-11,1.319257142857143
2020-12,0.5876857142857143
2020-13,0.23875714285714286
2020-14,0.17530000000000004
2020-15,0.11832857142857144
2020-16,0.21558571428571424
2020-17,0.24009999999999998
2020-18,0.1610428571428571
2020-19,0.2631
2020-20,0.20509999999999992
2020-21,0.11884285714285713
2020-22,0.15548571428571428
2020-23,0.15661428571428576
2020-24,0.15661428571428576
2020-25,0.15892857142857147
2020-26,0.15788571428571427
2020-27,0.1542571428571429
2020-28,0.17767142857142862
2020-29,0.16364285714285715
2020-30,0.19894285714285714
2020-31,0.21835714285714283
2020-32,0.2291285714285714
2020-33,0.24157142857142855
2020-34,0.2661571428571428
2020-35,0.28568571428571427
2020-36,0.30105714285714286
2020-37,0.3137714285714286
2020-38,0.2250142857142857
2020-39,0.36884285714285714
2020-40,0.4135142857142857
2020-41,0.42629999999999996
2020-42,0.39831428571428557
2020-43,0.4762142857142856
2020-44,0.5022285714285714
2020-45,0.5164999999999998
2020-46,0.5287571428571427
2020-47,0.5497857142857143
2020-48,0.5711571428571428
2020-49,0.5996
2020-50,0.5251714285714286
2020-51,0.6378714285714288
2020-52,0.36441428571428575
2020-53,0.3395
2021-01,0.575442857142857
2021-02,0.5248714285714288
2021-03,0.508242857142857
2021-04,0.5081857142857144
2021-05,0.4820857142857142
2021-06,0.47218571428571415
2021-07,0.4801285714285713
2021-08,0.5330142857142858
2021-09,0.5827333333333334
